V,VA1,VA2,B,BA1,BA2
0.4620603,0.4533569,0.4461308,0.4554111,0.4366912,0.4281344
0.4937334,0.4612308,0.4601722,0.466163,0.4507454,0.4529835
0.4559367,0.4816584,0.4924476,0.4726065,0.5644632,0.4870695
0.5178706,0.5321517,0.5474874,0.5080629,0.4613768,0.46801
0.4696181,0.4543177,0.4461373,0.4590033,0.4448903,0.439238
0.4671626,0.4637643,0.4648873,0.4632288,0.4538132,0.4588486
0.4567094,0.4796409,0.4881561,0.4667853,0.462204,0.4703138
0.4638416,0.4582357,0.4461368,0.4554335,0.4407552,0.42814
0.4575963,0.4743387,0.4801152,0.4633176,0.4561697,0.4622712
0.5276879,0.5650886,0.5813052,0.5134003,0.4945158,0.5103478
0.4638989,0.4543275,0.4461497,0.4590039,0.444899,0.4392511
0.5011814,0.5475043,0.5586464,0.5246219,0.5153511,0.5406359
0.4837471,0.45587,0.4550637,0.4621857,0.4383985,0.4364852
0.4810172,0.4619704,0.4629416,0.4605237,0.4434856,0.4443631
0.4598069,0.469155,0.474581,0.4654511,0.5537619,0.468785
0.4659081,0.467382,0.4722166,0.4665528,0.5522596,0.4663869
0.5180167,0.603773,0.6056899,0.5410213,0.5628334,0.5876461
0.4611232,0.4547362,0.4461348,0.4554059,0.4378402,0.4281382
0.5107681,0.4725236,0.4534578,0.4654181,0.45267,0.4354591
0.4656981,0.4628848,0.4627948,0.4597892,0.4448041,0.4448899
0.4571931,0.4794396,0.4885953,0.4673474,0.4617857,0.4706994
0.4603236,0.4573817,0.4461323,0.4553981,0.4400438,0.4281358
0.4598962,0.4562035,0.4498949,0.4584996,0.439067,0.4318982
0.4590685,0.4534713,0.4474589,0.4554433,0.4367878,0.4294623
0.4638493,0.5312757,0.5502209,0.4931313,0.5105358,0.5323293
0.4592615,0.4520307,0.4462879,0.4553973,0.4355867,0.4282915
0.4806799,0.5873137,0.6020212,0.5285248,0.5546455,0.5840238
0.4722325,0.502717,0.5046294,0.4838961,0.4779707,0.4866293
0.5331633,0.6049306,0.6275139,0.5432169,0.6025385,0.6065927
0.4828687,0.4623455,0.4520726,0.4813886,0.4521577,0.4460387
0.4619295,0.4579162,0.4501073,0.4564848,0.4404952,0.4321106
0.4761084,0.4570803,0.4573803,0.4604507,0.4393663,0.438739
0.5100289,0.568476,0.5866359,0.5349017,0.5329628,0.5686223
0.4650187,0.472343,0.4685836,0.4586595,0.4527207,0.4508874
0.4605915,0.4530994,0.4461338,0.4554156,0.4364765,0.4281373
0.4657453,0.4595761,0.4461339,0.4554855,0.4418727,0.4281369
0.4643806,0.4554364,0.449647,0.4554137,0.4384267,0.4316534
0.472778,0.467007,0.4572945,0.4662798,0.4480785,0.4392962
0.4899595,0.4656378,0.4532954,0.4770997,0.4580999,0.4520572
0.4580838,0.4740686,0.4809366,0.4705805,0.5580554,0.475434
0.5314224,0.5586662,0.5579418,0.5393666,0.5005821,0.5041295
0.4567112,0.4838955,0.4851494,0.4704857,0.4625513,0.4672835
0.4665189,0.463862,0.4571596,0.4619381,0.4454563,0.4391629
0.4607089,0.4575061,0.446137,0.4558245,0.4401479,0.4281404
0.4587818,0.4692881,0.4745834,0.4654502,0.5538765,0.4687881
0.4651672,0.4547393,0.4462518,0.4602445,0.4455447,0.4398069
0.630256,0.637458,0.6556784,0.6992124,0.5704652,0.6081446
0.5116119,0.4801437,0.4858191,0.4667394,0.4663376,0.4782568
0.4596344,0.4545604,0.4461338,0.4554031,0.4376938,0.4281373
0.4975698,0.4830306,0.4801645,0.4739161,0.4610187,0.4615371
0.4615834,0.4548402,0.446133,0.4554159,0.4379284,0.4281364
0.4620415,0.4555685,0.4461402,0.4554563,0.4385348,0.4281433
0.4598557,0.4522587,0.4461332,0.4554019,0.4357766,0.4281367
0.4589747,0.4682077,0.473092,0.464786,0.5529758,0.4672963
0.4604213,0.4551921,0.4495183,0.4554103,0.4382269,0.4315314
0.463725,0.4657165,0.4692827,0.464024,0.5506548,0.463295
0.5057487,0.4578717,0.4527126,0.4845167,0.4470835,0.4446154
0.4811485,0.4679287,0.4494247,0.4618498,0.4488362,0.4314271
0.5659498,0.6160637,0.6136387,0.5466231,0.6017894,0.59174
0.5884723,0.5877374,0.5967103,0.5179016,0.526588,0.5455751
0.512912,0.5426825,0.5407946,0.5101066,0.489483,0.4903205
0.6200294,0.6007255,0.6150063,0.6174416,0.5699823,0.5962794
0.4677645,0.4590374,0.4540508,0.4609332,0.4414301,0.4360533
0.4608379,0.4582826,0.4461329,0.4554049,0.4407948,0.4281362
0.4640909,0.4567298,0.4461353,0.4554697,0.4395005,0.4281383
0.461335,0.4552829,0.4476052,0.4554561,0.4382979,0.4296083
0.4633507,0.4699181,0.4641397,0.4563331,0.4507022,0.4464512
0.4837776,0.4728624,0.4547362,0.4822781,0.4714847,0.4645342
0.4787874,0.4608632,0.4470454,0.4744522,0.454576,0.4464917
0.4631006,0.4532928,0.4461339,0.4554001,0.4366386,0.4281372
0.4596046,0.4586001,0.4461361,0.4554823,0.4410598,0.4281394
0.466918,0.4609861,0.4511961,0.4607347,0.4430539,0.4331983
0.4791285,0.5751823,0.5983104,0.5245256,0.5456508,0.5804248
0.4588401,0.4684522,0.4733988,0.4649889,0.5531546,0.4675693
0.4606564,0.4562985,0.4481943,0.4566999,0.4391441,0.4301975
0.4602333,0.4525605,0.4474117,0.4554463,0.4360281,0.4294151
0.4596537,0.4574086,0.4508008,0.4576134,0.4400713,0.4328042
0.4770691,0.4664067,0.4521099,0.4634836,0.4475696,0.4341121
0.6221759,0.6613612,0.6986046,0.6679093,0.6600844,0.7556908
0.4598619,0.4583494,0.4463053,0.4561689,0.440852,0.4283086
0.4592802,0.4526614,0.4469719,0.4555521,0.436112,0.4289755
0.4654538,0.4558489,0.4461325,0.4554176,0.4387679,0.4281358
0.4621618,0.4535018,0.4461316,0.4554126,0.4368121,0.428135
0.5064168,0.4952541,0.4506913,0.4812535,0.4795192,0.4445641
0.4629632,0.4529239,0.4461308,0.4553937,0.4363306,0.4281343
0.462504,0.4579179,0.4530437,0.4597561,0.4404969,0.4350468
0.4723081,0.5411018,0.5694676,0.5212596,0.6144468,0.5647606
0.4616751,0.462769,0.4574801,0.4590216,0.4445415,0.4394907
0.4723104,0.4775229,0.4788459,0.4637977,0.4572347,0.461145
0.5654553,0.5738854,0.5892261,0.6472605,0.6375256,0.7218179
0.468943,0.4605471,0.462854,0.4578716,0.4445647,0.4449371
0.4636382,0.4563383,0.4478471,0.4570436,0.4391779,0.4298503
0.4600594,0.4602738,0.4579784,0.4554275,0.4424702,0.4399864
0.4640512,0.4593049,0.4537976,0.4598079,0.4416539,0.4358007
0.4605689,0.4586109,0.446132,0.4554163,0.4410679,0.4281354
0.4587641,0.4639968,0.4610705,0.4587124,0.445778,0.4432361
0.4609745,0.4599768,0.4552951,0.460639,0.4422154,0.4372985
0.6007113,0.6049922,0.6361262,0.5841103,0.6403032,0.6084393
0.485114,0.4565022,0.451587,0.4594608,0.4464486,0.4442944
0.4601292,0.4545564,0.4480702,0.455469,0.4376939,0.4300734
0.4586354,0.4553891,0.4504606,0.4574129,0.4383878,0.4324643
0.5151878,0.5418991,0.5541668,0.5086819,0.4660976,0.4695874
0.464926,0.4585871,0.4582579,0.4598902,0.4898578,0.4518965
0.4807534,0.5638422,0.5808552,0.5086147,0.5383048,0.5629483
0.4717111,0.4705042,0.4592159,0.4664323,0.450995,0.4412174
0.4665534,0.46151,0.4619745,0.4631409,0.4852395,0.4555773
0.4621801,0.4575713,0.4461326,0.4554212,0.4402018,0.4281357
0.4630703,0.4563077,0.4489565,0.456029,0.439153,0.4309596
0.4801129,0.4664322,0.4484825,0.4749026,0.4561161,0.4432785
0.4604016,0.4530401,0.4461306,0.4554153,0.4364273,0.428134
0.4606829,0.4577275,0.4494893,0.4575818,0.440336,0.4314926
0.46502,0.4595832,0.453904,0.461009,0.4418854,0.4359072
0.4958491,0.46909,0.4691957,0.4720913,0.4573789,0.4617474
0.460676,0.4672917,0.4613502,0.4621519,0.448601,0.4435197
0.4691612,0.4590397,0.4520648,0.45863,0.4414309,0.4340674
0.4919008,0.4951468,0.49438,0.4905417,0.4715868,0.4763781
0.5146373,0.4661556,0.4625005,0.4865414,0.476783,0.488642
0.4598617,0.452909,0.4461341,0.4553986,0.436318,0.4281376
0.4600903,0.4636626,0.462554,0.4558284,0.4453624,0.4445578
0.4770098,0.4661885,0.4515404,0.4630501,0.4473868,0.4335423
0.4626684,0.4551528,0.4461728,0.4555512,0.438189,0.4281762
0.4609823,0.4588349,0.4484122,0.4569234,0.4412595,0.4304154
0.495663,0.5806478,0.6001334,0.5355975,0.5436129,0.5821398
0.5205068,0.55669,0.5610232,0.5093164,0.4904788,0.4945349
0.4901714,0.4694855,0.4618704,0.4746435,0.4578952,0.4555183
0.4887055,0.5716119,0.5939048,0.5250798,0.536266,0.5758162
0.4688448,0.4677021,0.4664817,0.4685485,0.4571903,0.4600811
0.4725847,0.4554312,0.4465257,0.4568926,0.4384195,0.4285284
0.4652251,0.4731042,0.4692122,0.4590061,0.4533625,0.4515265
0.4606704,0.4787416,0.4797072,0.4633211,0.4581888,0.4617035
0.4618732,0.456281,0.4461305,0.4554042,0.439128,0.4281339
0.4603337,0.4558274,0.4461307,0.455396,0.4387494,0.4281342
0.4607345,0.4591225,0.4543648,0.4589853,0.4415024,0.4363686
0.4630106,0.4559581,0.4461347,0.4554389,0.4388586,0.4281379
0.4610047,0.4578266,0.4489471,0.4572445,0.4404192,0.4309504
0.5053965,0.5692704,0.5863043,0.5325099,0.5336944,0.5682785
0.4767692,0.4663116,0.4614312,0.4568974,0.4476757,0.4437139
0.4594012,0.4657526,0.4692648,0.4632335,0.5507933,0.4632782
0.4629082,0.4550367,0.4492987,0.4554189,0.4380936,0.4313055
0.4694133,0.4772566,0.48523,0.4792553,0.4652455,0.4784628
0.4628077,0.4656842,0.4692336,0.4635699,0.5507144,0.46325
0.4600548,0.4553283,0.4501136,0.4569056,0.4383368,0.4321172
0.4621296,0.4576798,0.4486049,0.4574387,0.4402954,0.430608
0.4674877,0.4650316,0.4606929,0.4659053,0.4464328,0.4426956
0.4755961,0.4672105,0.4658694,0.4559375,0.4484083,0.4481212
0.4593044,0.4541799,0.4474717,0.4562104,0.4373788,0.4294751
0.4710511,0.4666278,0.4640604,0.4561529,0.4479679,0.4463803
0.4881331,0.4647602,0.4523898,0.4816949,0.4545743,0.4460943
0.4639209,0.4606792,0.4469804,0.4568027,0.4427944,0.4289833
0.4852655,0.5517432,0.5640643,0.5041095,0.5195425,0.5459429
0.4723438,0.457878,0.4575581,0.4579367,0.4401522,0.4390858
0.4782247,0.4627856,0.4498437,0.4725746,0.4566994,0.4500719
0.4608222,0.4543221,0.4479449,0.4556299,0.4374964,0.4299483
0.4653585,0.4546668,0.4461611,0.4605609,0.4454848,0.4397171
0.6117861,0.6129841,0.6320532,0.6245493,0.6549847,0.6017596
0.4602805,0.4532146,0.4461317,0.4554026,0.4365735,0.4281353
0.4612688,0.4570762,0.4471502,0.456169,0.4397928,0.4291532
0.4626575,0.4540625,0.4461357,0.4554061,0.4372788,0.4281391
0.4663459,0.4591171,0.4559565,0.462678,0.4534874,0.4499571
0.4609523,0.4550114,0.449534,0.4565848,0.4380725,0.4315375
0.463702,0.4657214,0.4692902,0.4640272,0.550637,0.4633022
0.49338,0.5704369,0.5820985,0.5221268,0.5348167,0.5640924
0.466007,0.460771,0.446134,0.455456,0.4428679,0.4281369
0.4666469,0.4577129,0.4484138,0.4574073,0.4403245,0.4304167
0.5832062,0.6388528,0.663304,0.5483373,0.6242399,0.6417737
0.4729139,0.4786469,0.4794363,0.4640409,0.458194,0.4617665
0.4627442,0.4570596,0.4471259,0.4568017,0.4397778,0.4291289
0.4981166,0.4598305,0.4495367,0.4767128,0.4496711,0.4429173
0.4635559,0.4567235,0.4461352,0.4554035,0.4394961,0.4281386
0.4925809,0.5818734,0.601543,0.5361989,0.5446461,0.583548
0.460137,0.4533087,0.4468643,0.4554009,0.4366525,0.4288677
0.5222907,0.4825055,0.4728296,0.4716054,0.4607089,0.4541663
0.4591526,0.4531327,0.4474209,0.4554145,0.4365053,0.4294243
0.5145922,0.5839664,0.6027075,0.5411399,0.5461711,0.5846714
0.4698028,0.4724514,0.4706153,0.4616938,0.4526036,0.4526077
0.458652,0.4611795,0.4558084,0.4587517,0.4434389,0.437985
0.4762086,0.4663342,0.4650805,0.4559535,0.447671,0.4473227
0.4599641,0.456375,0.4499601,0.4576148,0.4392091,0.4319634
0.4647965,0.4546502,0.4461404,0.4598606,0.4454748,0.4397022
0.46231,0.4583327,0.4463209,0.4570202,0.4408379,0.4283239
0.4592684,0.4536261,0.4473677,0.455966,0.4369161,0.4293711
0.4805528,0.4659526,0.4501167,0.4752307,0.4656854,0.4598588
0.4589795,0.456113,0.4511557,0.4585894,0.4389917,0.4331593
0.4622925,0.4546023,0.4461332,0.4554011,0.4377288,0.4281366
0.4606985,0.4658615,0.4647444,0.4576863,0.4471255,0.4467504
0.4790882,0.5650942,0.5628058,0.5067269,0.5304851,0.5447991
0.5328104,0.5553101,0.5564956,0.5242203,0.4901542,0.4912229
0.485877,0.4634392,0.4514428,0.4733073,0.4564345,0.4504531
0.4652513,0.458403,0.4461313,0.4554117,0.4408954,0.4281345
0.4701676,0.4543436,0.4461697,0.4589843,0.4449109,0.4392688
0.4698061,0.4591845,0.4582697,0.4605194,0.4511303,0.4518858
0.4622588,0.4548479,0.4461303,0.4554107,0.437934,0.4281337
0.4937991,0.5881987,0.5905341,0.5242515,0.5499786,0.5725257
0.4620617,0.4577738,0.4461334,0.4554076,0.4403698,0.4281368
0.4593873,0.4544054,0.4474509,0.4555512,0.4375668,0.4294544
0.4619739,0.4565776,0.4461328,0.4554015,0.4393737,0.4281362
0.4810986,0.5590239,0.5606421,0.5050192,0.5254238,0.5426392
0.4638888,0.4594108,0.451906,0.4580051,0.441742,0.4339092
0.465471,0.4588142,0.4461363,0.4554237,0.441238,0.4281395
0.4618631,0.458653,0.4544563,0.4609033,0.4411107,0.4364595
0.4625311,0.4542959,0.4461326,0.4554007,0.4374734,0.428136
0.6628387,0.5387179,0.5455738,0.5827634,0.4683757,0.4684022
0.4787153,0.4700875,0.450322,0.4774858,0.4593112,0.4453419
0.4698617,0.4564085,0.4461411,0.457325,0.439233,0.4281438
0.4567601,0.4705792,0.4764965,0.4619973,0.455999,0.4586477
0.4623558,0.4578514,0.4461334,0.4554114,0.4404354,0.4281367
0.4601582,0.4639602,0.4626417,0.4563589,0.4455405,0.4446475
0.4701447,0.5642768,0.5881939,0.5157233,0.5456145,0.5703994
0.4639136,0.4546867,0.4461304,0.4554064,0.4378001,0.4281338
0.4624217,0.4657332,0.4692864,0.4639926,0.5507884,0.4633062
0.460511,0.4564544,0.449867,0.4578693,0.4392755,0.4318702
0.4701905,0.4596899,0.4519403,0.4600242,0.4419718,0.4339421
0.4596309,0.4598409,0.4533898,0.4580467,0.4421016,0.4353933
0.4661887,0.4587514,0.4535731,0.463212,0.4411936,0.4355761
0.4774718,0.4647117,0.4524904,0.4742685,0.4622588,0.458646
0.4654941,0.4566289,0.451792,0.4590415,0.4466419,0.444631
0.4725404,0.5008067,0.5044629,0.4879094,0.4763565,0.4864654
0.5476622,0.5863661,0.6095053,0.5676113,0.5488741,0.5914043
0.4632872,0.4565198,0.4461321,0.4554078,0.4393262,0.4281353
0.4594102,0.4518386,0.4461343,0.4554019,0.4354266,0.4281379
0.4628862,0.4561058,0.4461335,0.4555664,0.438982,0.4281366
0.4620786,0.4597125,0.4467439,0.4564,0.4419898,0.428747
0.4631655,0.452246,0.4461391,0.4554288,0.4357662,0.4281424
0.4710214,0.4598009,0.4590235,0.4598478,0.4509949,0.4526277
0.4622308,0.4528574,0.4461351,0.4554123,0.436275,0.4281384
0.461438,0.4592388,0.4533778,0.4557261,0.4417641,0.4355458
0.4884091,0.4657226,0.4519352,0.4760776,0.4580448,0.4505109
0.5289236,0.4691686,0.4563389,0.4829471,0.4590425,0.4521037
0.4602003,0.4573803,0.450313,0.457793,0.4400486,0.4323164
0.4726692,0.458737,0.4531502,0.4577344,0.4411615,0.4351326
0.468166,0.4643386,0.4496699,0.4602414,0.445845,0.4316723
0.4581803,0.454032,0.4484745,0.4559967,0.4372559,0.4304782
0.4610034,0.459859,0.4461334,0.4562769,0.4421084,0.4281365
0.4810799,0.4678605,0.4484409,0.4752172,0.4573237,0.4432633
0.4593843,0.4571812,0.4504887,0.4571119,0.4398814,0.4324921
0.4616706,0.5119438,0.5188773,0.4825799,0.4860936,0.5008791
0.5016125,0.4622255,0.4512714,0.4810319,0.4512129,0.44397
0.4625922,0.4546267,0.4461312,0.4559519,0.4377484,0.4281345
0.4712048,0.4715128,0.4678328,0.458239,0.4520226,0.4501279
0.4642803,0.458093,0.4461329,0.4563056,0.440638,0.4281359
0.4664624,0.4598582,0.4527366,0.4607107,0.4421134,0.4347391
0.5003531,0.5228303,0.5352777,0.4958684,0.4928513,0.5145798
0.4907876,0.4875767,0.4876848,0.4697309,0.4648653,0.4691434
0.4626235,0.4575193,0.4461327,0.4554109,0.440158,0.4281361
0.4623124,0.4555314,0.4461385,0.4554356,0.4385035,0.4281417
0.4575331,0.4700568,0.474487,0.4611362,0.4543823,0.456639
0.4924004,0.587459,0.5914304,0.5242458,0.5493615,0.5734217
0.464202,0.4549512,0.4461328,0.4554554,0.4380206,0.4281359
0.4597931,0.4601505,0.4461318,0.4561259,0.442352,0.4281352
0.4582069,0.4568644,0.4509439,0.4566804,0.4396184,0.4329474
0.4898677,0.5667546,0.5879721,0.5285377,0.5316139,0.5699396
0.4634572,0.4541746,0.4461347,0.4554043,0.4373725,0.4281382
0.5404346,0.6144792,0.6137438,0.5436845,0.6047956,0.5935717
0.5568323,0.6152409,0.6127442,0.5454548,0.5925062,0.592168
0.5118404,0.5407045,0.5413249,0.5166124,0.475026,0.4716351
0.4615014,0.4720358,0.4659679,0.4562144,0.4524925,0.4483002
0.479465,0.4620721,0.452777,0.4617301,0.4439588,0.434779
0.4691584,0.4634809,0.4564079,0.4644536,0.4451374,0.4384103
0.4661134,0.4574571,0.4516117,0.4582517,0.4401118,0.4336151
0.4594897,0.4663488,0.4701884,0.463197,0.5512841,0.4642454
0.4611241,0.5131804,0.5201682,0.4818094,0.4870843,0.5021741
0.4602532,0.454231,0.4462621,0.4553945,0.4374209,0.4282654
0.4583775,0.4634775,0.4618474,0.4584877,0.4453433,0.4440109
0.4795475,0.4668596,0.4616724,0.457282,0.4481471,0.4439763
0.4635568,0.4562635,0.4486992,0.4576018,0.4391152,0.4307022
0.4902752,0.4703592,0.4508656,0.4916433,0.4807565,0.4777029
0.4644671,0.4537274,0.4461354,0.4555731,0.4370013,0.4281386
0.4865499,0.466358,0.4581387,0.4670398,0.4475364,0.4401396
0.4621108,0.4527359,0.4474902,0.4554593,0.4361742,0.4294935
0.4575207,0.457767,0.4512862,0.4574942,0.440371,0.43329
0.5890623,0.6702598,0.5878248,0.5481434,0.617713,0.5698046
0.46919,0.4648578,0.4528719,0.4622425,0.4462843,0.434874
0.4611396,0.4574935,0.4461345,0.4554053,0.4401386,0.4281379
0.4620357,0.4538451,0.446134,0.455454,0.4370984,0.4281372
0.5378561,0.4763673,0.4808678,0.471,0.4625167,0.4723592
0.458952,0.4544065,0.4474923,0.4554013,0.4375677,0.4294959
0.4779002,0.4614243,0.4600986,0.4614861,0.4508236,0.453034
0.5466134,0.552856,0.5622926,0.6305068,0.6444918,0.7316222
0.4622032,0.4803682,0.4756928,0.4629643,0.4595914,0.4580074
0.4607995,0.4581089,0.4511783,0.4585305,0.4406551,0.4331815
0.4591804,0.453751,0.446132,0.4554032,0.4370182,0.4281353
0.4652542,0.4546736,0.4461695,0.4604846,0.4454851,0.4397176
0.460812,0.455775,0.4466017,0.4554049,0.4387091,0.4286052
0.4641781,0.5388867,0.558839,0.4974264,0.5166611,0.5409445
0.4648852,0.4590401,0.4461336,0.4554202,0.4414259,0.4281367
0.4633304,0.4570858,0.4461321,0.4554173,0.4397971,0.4281352
0.4604479,0.4562586,0.4504647,0.455547,0.4391129,0.4324733
0.5144868,0.4653799,0.4492773,0.4792966,0.4542604,0.4426029
0.4611118,0.4590314,0.4471593,0.4565184,0.4414227,0.4291626
0.4623127,0.457293,0.4461331,0.4553936,0.4399698,0.4281364
0.4613471,0.4524401,0.4461316,0.4554209,0.4359279,0.428135
0.4616066,0.4637333,0.4657755,0.4623685,0.5035753,0.4596403
0.4878382,0.4952868,0.4941459,0.4905698,0.471703,0.4761442
0.4574543,0.48498,0.4871354,0.4678676,0.4634973,0.4691388
0.4772732,0.5151234,0.5236672,0.4829706,0.5007801,0.5058158
0.4633728,0.4636164,0.4651756,0.463354,0.4603552,0.459171
0.4687745,0.4570657,0.4476198,0.4579224,0.4397825,0.4296226
0.4806395,0.5044902,0.5067008,0.4918317,0.4794124,0.4887009
0.4615246,0.4545162,0.4461334,0.4554113,0.4376578,0.4281368
0.459612,0.4614122,0.4546649,0.4573539,0.4436068,0.4368411
0.4638728,0.4540273,0.4470197,0.4561556,0.43725,0.4290229
0.4607511,0.4536648,0.4463103,0.4554148,0.4369495,0.4283137
0.4615013,0.454008,0.4461325,0.455404,0.4372344,0.4281359
0.4706746,0.4612714,0.453377,0.4629352,0.4432924,0.4353791
0.4616512,0.4600755,0.4553965,0.4604811,0.4422985,0.4374
0.4605136,0.4573769,0.4512187,0.4596403,0.4400465,0.433222
0.4602697,0.454421,0.4461335,0.455407,0.4375768,0.4281368
0.4709256,0.4587659,0.4461387,0.4581551,0.4411969,0.4281414
0.4624893,0.4568061,0.4461365,0.4555259,0.4395657,0.4281396
0.5357943,0.5586281,0.5729308,0.5301011,0.4803288,0.4887784
0.4759621,0.4668339,0.457426,0.4657641,0.447934,0.4394278
0.4749212,0.4648893,0.4683283,0.4658389,0.4629428,0.4617994
0.4628642,0.4570015,0.4461339,0.455423,0.4397271,0.4281371
0.4725188,0.47699,0.4778422,0.463435,0.456785,0.4601356
0.4649468,0.4546482,0.4461379,0.4600427,0.4454723,0.4396983
0.4618823,0.4568957,0.4491099,0.4568054,0.4396429,0.4311132
0.4612459,0.4618286,0.4641306,0.458558,0.447463,0.4462776
0.4735324,0.5504575,0.5673377,0.5015062,0.5219257,0.548935
0.4728581,0.4543541,0.4462608,0.4735364,0.4686162,0.4749053
0.521003,0.4567817,0.4492813,0.5170329,0.4693502,0.4759922
0.4606118,0.4588838,0.4524668,0.4597426,0.4413031,0.4344702
0.4599564,0.4566187,0.4523367,0.4581162,0.4394129,0.4343401
0.4801673,0.5104856,0.5298908,0.5030334,0.5852913,0.5242683
0.4583676,0.4575675,0.4507848,0.4564037,0.4402052,0.4327884
0.5412807,0.5943715,0.6047419,0.5742013,0.5354374,0.558556
0.4587545,0.4633681,0.4600032,0.4587209,0.4452537,0.4421682
0.4599575,0.4589679,0.4532463,0.4560545,0.4415371,0.4354024
0.4892465,0.5176652,0.5217617,0.505908,0.4904315,0.5037547
0.4629992,0.4865133,0.4904488,0.4692217,0.4647114,0.4724424
0.4597348,0.4559241,0.4480945,0.4554671,0.4388339,0.4300978
0.4845956,0.5952647,0.6057693,0.53267,0.5614056,0.5877586
0.4655031,0.4581579,0.4522274,0.4595893,0.4406958,0.4342305
0.6216319,0.6072832,0.6213554,0.6648954,0.5567364,0.5909666
0.484107,0.5810959,0.5995407,0.5258257,0.5507278,0.5816559
0.4619897,0.4564197,0.4461322,0.455412,0.4392458,0.4281356
0.4778275,0.4701448,0.4690071,0.4574885,0.4508907,0.4513166
0.4607232,0.4560558,0.4500447,0.4561725,0.4389432,0.4320483
0.4692292,0.4548337,0.4461381,0.4554554,0.437922,0.4281412
0.4608101,0.4559928,0.4461347,0.455395,0.4388864,0.4281381
0.482136,0.5662458,0.5823779,0.5097653,0.540446,0.5644564
0.5057061,0.4612851,0.4600464,0.4640744,0.4502983,0.4523882
0.459432,0.454777,0.448791,0.4572618,0.4378768,0.4307943
0.461055,0.4545614,0.4461347,0.4554102,0.4376944,0.4281381
0.4665913,0.4642733,0.4661741,0.4639487,0.4621207,0.4601352
0.47515,0.4810004,0.4866666,0.4738447,0.4591494,0.4675714
0.4607661,0.4555443,0.449174,0.4554177,0.4385171,0.4311774
0.4752808,0.5538657,0.5810699,0.5112199,0.5246304,0.5631135
0.4610942,0.4596625,0.4499795,0.4578273,0.4419491,0.4319827
