V,VA1,VA2,B,BA1,BA2
0.30218884,0.39677739,0.39405171,0.35228499,0.39677739,0.33363422
0.74690348,0.7333473,0.70400779,0.79124423,0.7333473,0.73010664
0.18592828,0.19681331,0.14003053,0.32763941,0.19681331,0.12870345
0.20835546,0.33687385,0.27597192,0.37846509,0.33687385,0.21194306
0.96147476,0.9737025,0.96991004,0.92545735,0.9737025,0.96244061
0.2365409,0.21826494,0.22269341,0.26014525,0.21826494,0.236022
0.07660136,0.09443437,0.09219441,0.12042511,0.09443437,0.09611803
0.35009347,0.36552588,0.39228149,0.38265924,0.36552588,0.47558083
0.4380715,0.40723466,0.42482547,0.42637793,0.40723466,0.4246386
0.20930265,0.12925977,0.12308956,0.15834406,0.12925977,0.13929465
0.49817678,0.44091911,0.41038063,0.41069746,0.44091911,0.43759916
0.51825435,0.44267441,0.42591021,0.48504601,0.44267441,0.4378591
0.35956697,0.27355501,0.2561735,0.37014225,0.27355501,0.28138823
0.07756786,0.10563496,0.08564001,0.1336037,0.10563496,0.09407166
0.82619135,0.77673463,0.80795734,0.706953,0.77673463,0.8339261
0.20253663,0.27408113,0.27097012,0.23819501,0.27408113,0.30234
0.46043568,0.45664347,0.5148595,0.45506368,0.45664347,0.59490857
0.17256822,0.28282164,0.23247947,0.34337948,0.28282164,0.20722312
0.5549487,0.60503252,0.56113322,0.55026387,0.60503252,0.61534894
0.92003387,0.79576315,0.78675151,0.82319769,0.79576315,0.91616541
0.50364116,0.54049685,0.55448967,0.5279652,0.54049685,0.58169205
0.19721167,0.25461906,0.25119864,0.2508517,0.25461906,0.29034374
0.30061057,0.2864362,0.2905476,0.37650639,0.2864362,0.30139145
0.07897534,0.10982495,0.10024651,0.12768982,0.10982495,0.08845996
0.70281096,0.57874867,0.57924945,0.66487424,0.57874867,0.70629323
0.13877898,0.14535376,0.10404189,0.21457384,0.14535376,0.10502543
0.1223756,0.28480452,0.30696148,0.28593871,0.28480452,0.33626879
0.27052919,0.32719399,0.30163894,0.33395293,0.32719399,0.28320722
0.65156272,0.65136083,0.61003746,0.69331775,0.65136083,0.60519216
0.14258492,0.18363263,0.11976391,0.24404042,0.18363263,0.10871585
0.62197724,0.58577442,0.54290339,0.6532604,0.58577442,0.56749349
0.48000545,0.49540975,0.48730931,0.47547851,0.49540975,0.42337886
0.30555441,0.24752075,0.24544053,0.33523195,0.24752075,0.24117167
0.74433233,0.67745882,0.66972598,0.65014816,0.67745882,0.78558851
0.19929099,0.32350824,0.33346154,0.32790723,0.32350824,0.440001
0.30243349,0.27203255,0.22845119,0.35626643,0.27203255,0.28483966
0.11941531,0.15128626,0.16029922,0.19402142,0.15128626,0.1617046
0.09929362,0.26767113,0.29476043,0.2393184,0.26767113,0.37351858
0.54281605,0.48499202,0.46351953,0.56291179,0.48499202,0.47230492
0.37149886,0.43136263,0.35750348,0.49470376,0.43136263,0.30984325
0.41165332,0.3140019,0.26652558,0.3981499,0.3140019,0.28914258
0.84638327,0.81863072,0.79586551,0.80429704,0.81863072,0.8454795
0.17302017,0.28034275,0.22301027,0.26247936,0.28034275,0.19980747
0.35696432,0.41224257,0.44221769,0.44072328,0.41224257,0.5452946
0.52981599,0.46208955,0.43483009,0.49377427,0.46208955,0.42174178
0.39562488,0.33538834,0.34636784,0.34597189,0.33538834,0.2918035
0.39831187,0.39896488,0.34613442,0.45500204,0.39896488,0.29835509
0.20211825,0.23095057,0.20371936,0.30539335,0.23095057,0.16918679
0.55411449,0.53995724,0.48072778,0.56186306,0.53995724,0.4536068
0.65866028,0.67801347,0.61761069,0.58273697,0.67801347,0.63281858
0.73654674,0.71438553,0.7421747,0.65176267,0.71438553,0.71096722
0.30208988,0.35695697,0.38273872,0.34714329,0.35695697,0.45617088
0.86144781,0.8171821,0.86356927,0.80910905,0.8171821,0.87934408
0.18984224,0.19175865,0.13492597,0.28237712,0.19175865,0.13306165
0.30824482,0.37339147,0.37438249,0.41227701,0.37339147,0.33452575
0.50293641,0.37859706,0.33422229,0.46890141,0.37859706,0.38289288
0.24766999,0.19217251,0.18483898,0.21141343,0.19217251,0.16183811
0.68621408,0.5943197,0.5867501,0.64878484,0.5943197,0.63749709
0.78059676,0.82621848,0.79793102,0.80461159,0.82621848,0.77403087
0.37453912,0.32421693,0.27568789,0.4220847,0.32421693,0.27133993
0.08369999,0.14027304,0.09161384,0.17281168,0.14027304,0.09732764
0.78894549,0.81419632,0.79642507,0.78111585,0.81419632,0.78779318
0.27165434,0.29997948,0.24678329,0.29166248,0.29997948,0.27861226
0.13968718,0.182051,0.16139738,0.23304154,0.182051,0.18362229
0.74725946,0.73169224,0.68885477,0.75041615,0.73169224,0.62792433
0.36460566,0.38227797,0.38518003,0.43298659,0.38227797,0.33492403
0.26224987,0.28604204,0.26756095,0.31291176,0.28604204,0.2612741
0.42135243,0.49744856,0.53259403,0.48160367,0.49744856,0.48023834
0.80321817,0.6967512,0.74725167,0.70377051,0.6967512,0.81136813
0.08419335,0.13457484,0.10024045,0.15634593,0.13457484,0.10254528
0.50583009,0.45686056,0.38829993,0.54247069,0.45686056,0.40042931
0.58657008,0.56319089,0.5148133,0.59180398,0.56319089,0.52968704
0.26615118,0.21515005,0.24188791,0.28897248,0.21515005,0.2555764
0.2471397,0.25614314,0.23296644,0.34627426,0.25614314,0.24039105
0.25208565,0.35174216,0.38346715,0.33408586,0.35174216,0.46728399
0.30471887,0.23704608,0.20145188,0.35254929,0.23704608,0.2011927
0.26807956,0.24836043,0.1752497,0.35064261,0.24836043,0.14310837
0.41632652,0.44080792,0.50008864,0.42783153,0.44080792,0.60577737
0.69484271,0.67131885,0.70866545,0.58634758,0.67131885,0.73967217
0.11306271,0.15953325,0.10232143,0.15866422,0.15953325,0.09552989
0.24810047,0.35097933,0.37561527,0.33116157,0.35097933,0.47366784
0.55136765,0.58287459,0.60255358,0.57169944,0.58287459,0.65423111
0.14144308,0.19590824,0.19204761,0.20870995,0.19590824,0.23798936
0.11874892,0.18441049,0.15767919,0.25897287,0.18441049,0.16490845
0.76558919,0.77798585,0.73496469,0.77167271,0.77798585,0.76077452
0.69492379,0.61724151,0.59166048,0.68090208,0.61724151,0.69759757
0.38223103,0.23474873,0.20545927,0.26058425,0.23474873,0.22526803
0.37637576,0.40838952,0.3405192,0.38249977,0.40838952,0.37337115
0.6781196,0.55445262,0.55553104,0.62163977,0.55445262,0.62821449
0.14078781,0.24236033,0.25707806,0.26520504,0.24236033,0.27782323
0.44997179,0.39890965,0.35153499,0.42615046,0.39890965,0.37226243
0.18780877,0.32316328,0.32357133,0.3121907,0.32316328,0.36739623
0.25239216,0.24812502,0.23945254,0.27636359,0.24812502,0.26621928
0.464104,0.46414726,0.48433232,0.39948263,0.46414726,0.54942265
0.45138181,0.38538585,0.37925736,0.35773444,0.38538585,0.35334926
0.35048675,0.27200288,0.22117757,0.2963212,0.27200288,0.22942222
0.20203609,0.16972731,0.14481613,0.27085681,0.16972731,0.16054939
0.36313438,0.35545871,0.24844729,0.46479981,0.35545871,0.16155912
0.14428439,0.15658302,0.16493205,0.1876889,0.15658302,0.1605078
0.55978108,0.45152316,0.39218894,0.53122274,0.45152316,0.45582007
0.0868075,0.12732875,0.10047748,0.18909764,0.12732875,0.10522313
0.42701626,0.44024046,0.38074446,0.39500795,0.44024046,0.34586222
0.52119158,0.5712976,0.52306234,0.60143512,0.5712976,0.46360858
0.34805911,0.29555755,0.23698639,0.4086729,0.29555755,0.17980494
0.746145,0.70500347,0.67383683,0.68870345,0.70500347,0.74776154
0.31311701,0.27411551,0.23293498,0.4456076,0.27411551,0.16037413
0.29278574,0.36651688,0.28428599,0.35677866,0.36651688,0.24426114
0.29564898,0.37011849,0.40632653,0.30190843,0.37011849,0.43518894
0.48067424,0.49706322,0.44424713,0.42095886,0.49706322,0.50399205
0.50601188,0.40523236,0.35040938,0.48223989,0.40523236,0.39220821
0.33180763,0.4592675,0.42957814,0.42801827,0.4592675,0.41182497
0.46205145,0.38994788,0.31496559,0.50907382,0.38994788,0.35043751
0.54708247,0.76974781,0.72979487,0.70141461,0.76974781,0.69660862
0.16477507,0.2046804,0.18880731,0.22935811,0.2046804,0.2422322
0.55572221,0.48890661,0.45704156,0.53013803,0.48890661,0.4912009
0.16856132,0.17321993,0.12051435,0.20173323,0.17321993,0.10811376
0.84617604,0.81163626,0.79985378,0.81987881,0.81163626,0.79772731
0.32380594,0.33138674,0.28421843,0.43494782,0.33138674,0.32038534
0.50142267,0.38155791,0.29938205,0.5313852,0.38155791,0.31778093
0.63135974,0.54326003,0.46570501,0.6386295,0.54326003,0.55097183
0.83919466,0.88203009,0.87015026,0.86529512,0.88203009,0.84769978
0.50884203,0.48125492,0.47007334,0.57268331,0.48125492,0.47735126
0.13628373,0.25000645,0.20472198,0.30699688,0.25000645,0.18510334
0.10802143,0.1834883,0.11491316,0.17955572,0.1834883,0.12287259
0.35799058,0.30726868,0.31757145,0.30831965,0.30726868,0.32429293
0.28148394,0.25127273,0.19662487,0.32241598,0.25127273,0.20717402
0.48443441,0.40495286,0.35210854,0.44149648,0.40495286,0.38724985
0.25684102,0.25832838,0.16748054,0.28615914,0.25832838,0.15209328
0.11107261,0.13239716,0.13055329,0.15193064,0.13239716,0.15199496
0.17714817,0.2313454,0.22972273,0.27178733,0.2313454,0.19623979
0.10347264,0.11948537,0.09756384,0.14299911,0.11948537,0.10541812
0.10655171,0.14027038,0.1219455,0.18563837,0.14027038,0.10027985
0.2632938,0.48213918,0.54496009,0.42733064,0.48213918,0.60636581
0.92529259,0.8446407,0.90379103,0.82591023,0.8446407,0.89857876
0.13748923,0.20357942,0.19854852,0.24148833,0.20357942,0.24553173
0.41555805,0.40079029,0.35109511,0.44450367,0.40079029,0.28862299
0.17257235,0.19079339,0.13856527,0.21329276,0.19079339,0.13997988
0.42878514,0.43060817,0.44886936,0.49044933,0.43060817,0.51784863
0.55643479,0.51524336,0.5483604,0.51266781,0.51524336,0.61676607
0.11182806,0.13441365,0.14386673,0.18517346,0.13441365,0.1406391
0.46348412,0.43376702,0.36585377,0.40697608,0.43376702,0.37338086
0.59132053,0.59751611,0.56534116,0.69465152,0.59751611,0.48243335
0.23164916,0.3270728,0.32909787,0.33677154,0.3270728,0.24599028
0.083954,0.14793793,0.11407661,0.1891043,0.14793793,0.09737442
0.66341889,0.6259751,0.56402311,0.68246628,0.6259751,0.62770846
0.38562832,0.38281043,0.30228273,0.40008655,0.38281043,0.30092465
0.57994465,0.46512474,0.4008372,0.57551157,0.46512474,0.4233175
0.11669616,0.14150961,0.11984261,0.20828362,0.14150961,0.11169925
0.54666331,0.49963361,0.55571808,0.5151623,0.49963361,0.56089852
0.62004624,0.51020804,0.55748564,0.46931336,0.51020804,0.5899596
0.19740893,0.18801171,0.18337036,0.20679897,0.18801171,0.20349152
0.69534254,0.64973884,0.66020449,0.66107532,0.64973884,0.59215611
0.66220788,0.58873375,0.5245718,0.65831962,0.58873375,0.60993642
0.51971978,0.54290879,0.57552954,0.52425527,0.54290879,0.66716589
0.21665268,0.2564821,0.26343545,0.25330916,0.2564821,0.28821495
0.62028668,0.55191649,0.58408753,0.63207954,0.55191649,0.60585098
0.08479674,0.10387919,0.10970074,0.13552608,0.10387919,0.1120935
0.35316227,0.43736325,0.46080971,0.39805839,0.43736325,0.36581103
0.23959387,0.26521491,0.29260116,0.27115661,0.26521491,0.28965567
0.54789239,0.44688993,0.50737413,0.44215423,0.44688993,0.59472452
0.51786996,0.49330357,0.46167455,0.50192029,0.49330357,0.48946659
0.14115877,0.28935789,0.3131033,0.26006576,0.28935789,0.3889445
0.13572263,0.23075841,0.21595086,0.24406229,0.23075841,0.19528347
0.36832067,0.25446351,0.23664949,0.3443551,0.25446351,0.19040621
0.23776409,0.26169092,0.20430631,0.26245479,0.26169092,0.20791625
0.56004117,0.60592412,0.5754422,0.58193134,0.60592412,0.57063413
0.63605635,0.64828053,0.5959908,0.70030996,0.64828053,0.62204303
0.55378488,0.5559928,0.5621791,0.60491048,0.5559928,0.58442178
0.62108877,0.64033603,0.60243383,0.61202301,0.64033603,0.66579904
0.35782845,0.40841802,0.3765426,0.41007114,0.40841802,0.3045842
0.26741381,0.41673243,0.43475298,0.40808395,0.41673243,0.41903504
0.18015952,0.14156417,0.11800914,0.17164711,0.14156417,0.133031
0.42942002,0.50444287,0.484616,0.51358898,0.50444287,0.4426224
0.6404738,0.54705838,0.58234303,0.50249696,0.54705838,0.674808
0.28719723,0.41661331,0.47501455,0.36034498,0.41661331,0.58563746
0.59473495,0.48533146,0.45910501,0.54543886,0.48533146,0.45542773
0.08027803,0.14118463,0.08591708,0.18086927,0.14118463,0.09174021
0.32255742,0.34594008,0.33835684,0.33492145,0.34594008,0.3259153
0.18058644,0.24823951,0.23969588,0.22875088,0.24823951,0.21193598
0.1050706,0.11783452,0.11904545,0.14961424,0.11783452,0.12827173
0.44522685,0.45237172,0.41924318,0.51102464,0.45237172,0.44156543
0.31596286,0.25748547,0.22181789,0.25781703,0.25748547,0.25036845
0.22646263,0.23726518,0.21765368,0.40916447,0.23726518,0.15901404
0.18114333,0.14304638,0.12844501,0.16619046,0.14304638,0.12784205
0.1804422,0.19053009,0.14946025,0.23398064,0.19053009,0.15360024
0.58553393,0.49474444,0.44328698,0.59958902,0.49474444,0.50872932
0.08046518,0.12402358,0.09297666,0.16636261,0.12402358,0.0991496
0.48542888,0.42848846,0.48228034,0.45125995,0.42848846,0.4545692
0.1995991,0.23692065,0.23031088,0.24443933,0.23692065,0.2544141
0.0921651,0.12567192,0.11571696,0.1469774,0.12567192,0.12830545
0.37400063,0.31634444,0.30566782,0.39015761,0.31634444,0.27143134
0.68896996,0.66958594,0.6111586,0.59921121,0.66958594,0.70749355
0.63606924,0.52604761,0.47760933,0.58608324,0.52604761,0.57341318
0.51571209,0.53353375,0.49212937,0.5515014,0.53353375,0.44317784
0.62894869,0.68421448,0.67996491,0.69325399,0.68421448,0.63096793
0.41631274,0.31158336,0.3110899,0.43138595,0.31158336,0.35161575
0.66343183,0.63054019,0.62619762,0.50671425,0.63054019,0.73138333
0.07873902,0.09561159,0.08282475,0.14197142,0.09561159,0.09001781
0.31346927,0.27038818,0.25648969,0.24275403,0.27038818,0.25329904
0.77571526,0.71617371,0.69190248,0.66900009,0.71617371,0.79044529
0.08032358,0.15794684,0.10111862,0.17070103,0.15794684,0.09154024
0.08575898,0.14805858,0.11660229,0.26443755,0.14805858,0.1027508
0.32527101,0.26689858,0.27865579,0.22636192,0.26689858,0.29185448
0.44698344,0.3697251,0.33219622,0.4311832,0.3697251,0.34411409
0.33640368,0.32579501,0.30730809,0.36044658,0.32579501,0.30563542
0.24854899,0.27508752,0.20536404,0.34652427,0.27508752,0.19456295
0.65718026,0.65354989,0.61604107,0.71422661,0.65354989,0.63595333
0.54091882,0.59185779,0.56018577,0.5567133,0.59185779,0.57626893
0.94524872,0.85178247,0.82237654,0.84145834,0.85178247,0.94531129
0.21979534,0.16084741,0.15482176,0.23731568,0.16084741,0.17181955
0.57249292,0.50094623,0.48741516,0.57216212,0.50094623,0.52029376
0.88728879,0.88747594,0.89299753,0.84487141,0.88747594,0.88466225
0.40303078,0.3367623,0.25164269,0.41277621,0.3367623,0.26765462
0.69380776,0.57476334,0.65182429,0.54583808,0.57476334,0.73343202
0.14986193,0.23425158,0.16235555,0.22777892,0.23425158,0.11778831
0.17715074,0.27162925,0.25668757,0.27503694,0.27162925,0.29352043
0.36482677,0.32210832,0.30499927,0.42820198,0.32210832,0.28709489
0.44920535,0.27645343,0.23542898,0.39130673,0.27645343,0.25428702
0.09222113,0.12178681,0.10862617,0.1759839,0.12178681,0.12337061
0.61125896,0.59918204,0.52574678,0.63978671,0.59918204,0.62705037
0.47707344,0.3619821,0.38026195,0.4409376,0.3619821,0.40557209
0.59575797,0.57591201,0.55391465,0.67476167,0.57591201,0.48873718
0.18855118,0.16601229,0.17611739,0.23887684,0.16601229,0.15603283
0.31836603,0.39643828,0.38878529,0.36283277,0.39643828,0.34636046
0.88265096,0.9037651,0.89736624,0.79131148,0.9037651,0.87931987
0.37243903,0.41340499,0.37522396,0.45673854,0.41340499,0.24824103
0.61342799,0.53003246,0.50775182,0.61553721,0.53003246,0.57356489
0.26434675,0.31462429,0.33776108,0.30780353,0.31462429,0.32294584
0.07361731,0.09767466,0.07471229,0.1398552,0.09767466,0.08337953
0.16113732,0.23274666,0.18466031,0.32193717,0.23274666,0.16098062
0.08918322,0.10518226,0.10996965,0.12142248,0.10518226,0.11484513
0.14078249,0.14339738,0.11489985,0.2225287,0.14339738,0.11150701
0.14433409,0.22559511,0.13440561,0.34242816,0.22559511,0.11048722
0.08565714,0.10660643,0.09855234,0.16687652,0.10660643,0.10377827
0.4115683,0.52635645,0.50111914,0.43843099,0.52635645,0.48708899
0.11826603,0.20312705,0.17501522,0.23764959,0.20312705,0.18356128
0.16626469,0.12614112,0.13304705,0.13826134,0.12614112,0.15065667
0.28612507,0.32810059,0.26026546,0.35511353,0.32810059,0.26933475
0.11190349,0.13141359,0.12215433,0.16986355,0.13141359,0.16589431
0.25493096,0.29876827,0.29610492,0.30096966,0.29876827,0.31954917
0.40093558,0.42322368,0.46761974,0.35505187,0.42322368,0.54194819
0.52043513,0.47406414,0.41200266,0.53009186,0.47406414,0.45828453
0.22059836,0.253491,0.22872885,0.26443765,0.253491,0.24945749
0.39292981,0.35141624,0.31899037,0.36957834,0.35141624,0.36980943
0.41235965,0.48289514,0.42239594,0.4303803,0.48289514,0.43645223
0.57674217,0.63913431,0.63808816,0.66466732,0.63913431,0.59743551
0.77022179,0.63195116,0.64027899,0.70198134,0.63195116,0.77404493
0.07789074,0.11950396,0.09845098,0.16085646,0.11950396,0.08757876
0.23123485,0.5258092,0.56037495,0.39651168,0.5258092,0.65973718
0.87116726,0.8762442,0.87428883,0.83415717,0.8762442,0.8880806
0.08877928,0.11395065,0.08545934,0.14469745,0.11395065,0.09311542
0.37322743,0.39886085,0.33755937,0.47747473,0.39886085,0.28926766
0.07479334,0.10682901,0.07483781,0.1172441,0.10682901,0.08550226
0.64300395,0.67219491,0.62551024,0.73859318,0.67219491,0.59391958
0.20900959,0.2314666,0.18574873,0.26373266,0.2314666,0.17147027
0.12352449,0.15900338,0.09787932,0.23262175,0.15900338,0.10390491
0.17674949,0.18547516,0.16084289,0.21128134,0.18547516,0.1793222
0.07726571,0.0943106,0.08300995,0.12469492,0.0943106,0.09220699
0.42739293,0.32696997,0.29775984,0.42037432,0.32696997,0.30586835
0.68752788,0.68479426,0.64434503,0.70538256,0.68479426,0.65153728
0.07662171,0.10031109,0.0819919,0.12496871,0.10031109,0.08912025
0.35692086,0.40489969,0.33124113,0.47070088,0.40489969,0.32338919
0.38641398,0.38562889,0.35896972,0.42878024,0.38562889,0.41218857
0.14834653,0.15147888,0.1181875,0.23166068,0.15147888,0.118858
0.27824421,0.29489415,0.32157914,0.31238361,0.29489415,0.32680248
0.54019122,0.4547912,0.42645895,0.59316133,0.4547912,0.37544348
0.09515425,0.14303514,0.13679495,0.21996141,0.14303514,0.1468708
0.72586539,0.6771187,0.72852774,0.68557641,0.6771187,0.75468126
0.07816735,0.10655379,0.08591582,0.1273397,0.10655379,0.09399826
0.24672493,0.18038651,0.16232758,0.2463773,0.18038651,0.18324591
0.27416325,0.27540159,0.26909461,0.2663982,0.27540159,0.28390947
0.51547763,0.55512451,0.48638753,0.59703128,0.55512451,0.55914602
0.2440063,0.25047358,0.21821835,0.26175622,0.25047358,0.19473415
0.13477643,0.17052094,0.11182838,0.22217604,0.17052094,0.11358106
0.73133097,0.59163954,0.59250164,0.63914276,0.59163954,0.6062926
0.09219587,0.13049156,0.1329366,0.15041802,0.13049156,0.13742263
0.17122762,0.19569829,0.1809685,0.27279505,0.19569829,0.23192525
0.1203113,0.21471898,0.13878775,0.25136211,0.21471898,0.11793072
0.17370007,0.28159652,0.28501788,0.28350246,0.28159652,0.31615688
0.90095888,0.83609306,0.88346871,0.8325849,0.83609306,0.88270368
0.88063387,0.78682623,0.75465647,0.76080011,0.78682623,0.89104185
0.74177004,0.6661658,0.69273685,0.62243205,0.6661658,0.69625655
0.68807138,0.60565092,0.64740037,0.60547534,0.60565092,0.69524396
0.36776375,0.45088331,0.48933622,0.39676773,0.45088331,0.55792652
0.27867447,0.2802844,0.2893353,0.24796652,0.2802844,0.30523477
0.94959271,0.85871914,0.85758875,0.86706845,0.85871914,0.94986866
0.42028102,0.45935711,0.47855949,0.51082796,0.45935711,0.41655789
0.67877452,0.60635308,0.64672539,0.58506677,0.60635308,0.70484133
0.29844988,0.30430093,0.2402997,0.36629439,0.30430093,0.24365777
0.56812747,0.51890486,0.54527666,0.48116185,0.51890486,0.56377799
0.30515973,0.23220799,0.23506424,0.20907292,0.23220799,0.26258293
0.30772559,0.38043843,0.40213198,0.3462226,0.38043843,0.46507636
0.75789126,0.70843331,0.73321591,0.66147578,0.70843331,0.74827562
0.67605564,0.66833903,0.71160138,0.59698686,0.66833903,0.70838121
0.36756625,0.42332587,0.40912165,0.49219353,0.42332587,0.38461053
0.84644476,0.80911622,0.80369862,0.804998,0.80911622,0.79881212
0.75964897,0.77109539,0.7263876,0.81429393,0.77109539,0.75857226
0.54821977,0.56502915,0.55453633,0.52313916,0.56502915,0.53030416
0.16253495,0.20865974,0.19793875,0.25653804,0.20865974,0.19571208
0.36298068,0.47172927,0.50037794,0.45484392,0.47172927,0.50586128
0.49914049,0.58380967,0.56886329,0.57493323,0.58380967,0.59906338
0.55577067,0.63216572,0.60070478,0.60645182,0.63216572,0.61904792
0.77548056,0.75636974,0.71241493,0.73836984,0.75636974,0.79233702
0.40896313,0.60301962,0.57390795,0.5002867,0.60301962,0.64233041
0.85626893,0.85430478,0.87537197,0.75694669,0.85430478,0.85550449
0.25412026,0.2657106,0.19045736,0.35375513,0.2657106,0.13742017
0.70832919,0.65588654,0.66801325,0.60188328,0.65588654,0.65282222
0.35986302,0.46986475,0.49567507,0.39577975,0.46986475,0.53577206
0.51710379,0.59503314,0.62321094,0.5554359,0.59503314,0.61870457
0.33673401,0.52743406,0.47980975,0.53417704,0.52743406,0.5045057
0.61258541,0.59909443,0.63252361,0.54171367,0.59909443,0.57824878
0.3800991,0.51781621,0.50629973,0.45532831,0.51781621,0.51789858
0.10457545,0.10806401,0.10786457,0.14807881,0.10806401,0.11293619
0.16615652,0.20288395,0.138408,0.20222125,0.20288395,0.13738333
0.35989308,0.34590103,0.26053899,0.39778387,0.34590103,0.24706176
0.12328697,0.3202036,0.36652375,0.27590536,0.3202036,0.44020433
0.66745298,0.59574942,0.63188927,0.60811023,0.59574942,0.6632374
0.33114209,0.32012432,0.3062597,0.32593139,0.32012432,0.30476068
0.53740582,0.52899301,0.54016487,0.48304764,0.52899301,0.60417528
0.86575306,0.75929069,0.72428108,0.72969249,0.75929069,0.77274253
0.6052087,0.63791023,0.61887198,0.52378432,0.63791023,0.56698987
0.34114313,0.44610042,0.46349068,0.45611076,0.44610042,0.38034711
0.53127711,0.56595927,0.61821152,0.47913461,0.56595927,0.62729943
0.24698004,0.16525128,0.16442805,0.21791131,0.16525128,0.16864858
0.53066229,0.42753574,0.40732225,0.42841845,0.42753574,0.41784225
0.09825011,0.1738581,0.13010448,0.21201947,0.1738581,0.12245183
0.07784102,0.10409077,0.08246228,0.15049772,0.10409077,0.08912364
0.74734179,0.65694628,0.66082493,0.7039164,0.65694628,0.77541579
0.08800924,0.12437804,0.09912387,0.19999343,0.12437804,0.10323368
0.39370142,0.50023697,0.5470777,0.42351745,0.50023697,0.5896873
0.32852114,0.35131006,0.37438015,0.36378416,0.35131006,0.40158631
0.31761825,0.5245081,0.45708197,0.42405301,0.5245081,0.49405301
0.09779288,0.1099387,0.08606022,0.1706518,0.1099387,0.0932119
0.54448097,0.51512775,0.57114964,0.4763105,0.51512775,0.64637659
0.45887856,0.42614718,0.37112954,0.44525174,0.42614718,0.37297367
0.31138738,0.23944926,0.21254553,0.39479732,0.23944926,0.24409689
0.76069199,0.650016,0.70780898,0.59813353,0.650016,0.79574997
0.1329026,0.18251007,0.17776542,0.19097281,0.18251007,0.18183068
